TYPE,COUNT,CATEGORY
MEMBRANE BIOPHYSICAL PROPERTY CHANGE,1,OTHER
BACTERIAL METABOLIC COMPOSITION,1,OTHER
ESTRADIOL-BINDING PROTEIN,1,OTHER
STEROID-BINDING ENZYME,1,OTHER
DNA-BINDING PROTEIN,1,OTHER
PLANT RESPONSE PHENOTYPE,1,OTHER
DEGRADATION STATE CLASSIFICATION,1,OTHER
DOMINANT PLANT SPECIES,1,OTHER
PLANT COVER PROPERTY,1,OTHER
ECOSYSTEM DISTURBANCE PROCESS,1,OTHER
CLIMATE CHANGE CONDITION,1,OTHER
HUMAN ECONOMIC ACTIVITY,1,OTHER
ENVIRONMENTAL PRESSURES,1,OTHER
ECOSYSTEM VARIABLES,1,OTHER
ECOSYSTEM STATE CATEGORIES,1,OTHER
ECOLOGICAL AND ENVIRONMENTAL FACTORS,1,OTHER
ECOLOGICAL COMPONENTS,1,OTHER
WEIGHTING METHOD,1,OTHER
SOIL HAZARD PROPERTY,1,OTHER
CLIMATIC PROPERTY,1,OTHER
MICROBIAL AND BIOGEOCHEMICAL PROCESS,1,OTHER
TEMPORAL SAMPLING CHARACTERISTIC,1,OTHER
SOIL PROPERTY METRIC,1,OTHER
CULTURAL HERITAGE DESIGNATION,1,OTHER
RELIGIOUS ARTWORK,1,OTHER
RELIGIOUS SCULPTURE,1,OTHER
DETERIORATION OUTCOME,1,OTHER
ROCK MATERIAL,1,OTHER
CAVE FEATURES,1,OTHER
MICROENVIRONMENT GROUP,1,OTHER
MICROENVIRONMENT GROUPS,1,OTHER
INDICATOR OF HUMAN ACTIVITY,1,OTHER
METAZOAN PHYLUM,1,OTHER
CAVE SYSTEM,1,OTHER
EVIDENCE OF ANTHROPOGENIC INFLUENCE,1,OTHER
ECOLOGICAL PATCH,1,OTHER
ECOLOGICAL BARRIER,1,OTHER
COMMUNITY COMPOSITION OBSERVATION,1,OTHER
BIODETERIORATION FUNCTION,1,OTHER
MICROBIAL GROWTH POTENTIAL,1,OTHER
ANTHROPOGENIC DEPOSIT,1,OTHER
ENVIRONMENTAL FILTERING FACTOR,1,OTHER
HUMAN DISTURBANCE,1,OTHER
SECONDARY METABOLITE BIOSYNTHETIC PATHWAY,1,OTHER
BLAST-RESISTANT RICE CULTIVARS,1,OTHER
METABOLIC CHANGES IN PLANT ROOTS,1,OTHER
STAPLE CROP,1,OTHER
PLANT BREEDING STRATEGY,1,OTHER
GENETIC MATERIAL PROPERTY,1,OTHER
ROOT-ASSOCIATED ECOLOGICAL SYSTEM,1,OTHER
PLANT GENOTYPE PROPERTY,1,OTHER
MICROBIAL FUNCTIONAL GUILD,1,OTHER
ECOLOGICAL SYSTEM COMPONENTS,1,OTHER
SOIL MICROBIAL HABITAT,1,OTHER
SOIL PHYSICOCHEMICAL CHARACTERISTIC,1,OTHER
GENOTYPE-DEPENDENT ENVIRONMENTAL MODIFICATION,1,OTHER
PLANT DEFENSE CAPACITY,1,OTHER
MICROBIAL NICHE,1,OTHER
HOST-DEPENDENT ENDOPHYTE TAXA,1,OTHER
PLANT PHYSIOLOGICAL CHARACTERISTICS,1,OTHER
PLANT CELLULAR COMPARTMENT,1,OTHER
ENDOPHYTE,1,OTHER
ENDOPHYTE FUNCTION,1,OTHER
PLANT TISSUE EXPLANT,1,OTHER
PLANT TISSUE CULTURE PROCESS,1,OTHER
HYBRID PLANT CULTIVAR,1,OTHER
BIOLOGICAL RESOURCE FACILITY,1,OTHER
PLANT TISSUE CULTURE TECHNIQUE,1,OTHER
PLANT TISSUE MORPHOLOGICAL TRAIT,1,OTHER
PLANT PHOTOSYNTHETIC PIGMENT TRAIT,1,OTHER
PLANT TISSUE COMPOSITION TRAIT,1,OTHER
PLANT TISSUE OXIDATIVE STRESS INDICATOR,1,OTHER
PLANT TISSUE DAMAGE INDICATOR,1,OTHER
FUNGAL DNA AMPLIFICATION PRIMER SET,1,OTHER
BACTERIAL DNA AMPLIFICATION PRIMER SET,1,OTHER
REACTIVE OXYGEN SPECIES SUBSTRATE,1,OTHER
PEROXIDASE SUBSTRATE,1,OTHER
PLANT CELL SAMPLE,1,OTHER
PLANT TISSUE TRAIT MEASUREMENT,1,OTHER
ANTIBIOTIC PERTURBATIONS,1,OTHER
PHENOTYPE PREDICTION METHOD,1,OTHER
FUNGAL FUNCTIONAL PREDICTION METHOD,1,OTHER
BACTERIAL FUNCTIONAL PREDICTION METHOD,1,OTHER
BACTERIAL FUNCTIONAL PROFILE,1,OTHER
PHOTOSYNTHETIC RATE MEASUREMENT,1,OTHER
PHOTORESPIRATORY RATE MEASUREMENT,1,OTHER
MICROBIAL TAXA ALTERED BY SM EXPOSURE,1,OTHER
TISSUE-SPECIFIC TOXICITY,1,OTHER
SUSCEPTIBILITY STATE,1,OTHER
CHEMICAL TOXICANT,1,OTHER
TRANSPLANTATION OUTCOME METRIC,1,OTHER
TISSUE ARCHITECTURE PROPERTY,1,OTHER
MICROBIAL COMPOSITION PROPERTY,1,OTHER
ECOSYSTEM-LEVEL INTERVENTION,1,OTHER
TISSUE STRUCTURAL RECOVERY,1,OTHER
THERAPEUTIC MICROBIAL CONSORTIUM,1,OTHER
CHEMICAL TOXICITY MECHANISM,1,OTHER
SOCIAL AND ECONOMIC EXPOSURE,1,OTHER
PHARMACEUTICAL MEDICATION,1,OTHER
AGE-RELATED PHYSICAL DECLINE,1,OTHER
BEHAVIORAL AND NUTRITIONAL EXPOSURE,1,OTHER
ANTIVIRAL MEDICATION,1,OTHER
BEHAVIORAL AND NUTRITIONAL INTERVENTION,1,OTHER
DIETARY PATTERN COMPARISON,1,OTHER
DEMOGRAPHIC AND ENVIRONMENTAL TRANSITION,1,OTHER
EXPOSURE AND POPULATION CHARACTERISTICS,1,OTHER
FREQUENCY CLASSIFICATION,1,OTHER
TEMPLATE DNA VOLUME,1,OTHER
PCR RESULT,1,OTHER
BIOINFORMATICS FEATURE,1,OTHER
FILTERED MICROBIAL FEATURE COUNT,1,OTHER
CHEMICAL WEED CONTROL TREATMENT,1,OTHER
FERMENTATION EXPERIMENTAL SETUP,1,OTHER
TEMPORAL FERMENTATION PHASE,1,OTHER
GEOGRAPHIC AND CLIMATIC CONTEXT,1,OTHER
AGRONOMIC REQUIREMENT,1,OTHER
WINE QUALITY INDICATOR,1,OTHER
PLANT COVER CROP,1,OTHER
CHEMICAL CONTROL TREATMENT,1,OTHER
CULTIVAR DESIGNATION,1,OTHER
COVER CROP MANAGEMENT STRATEGY,1,OTHER
VINEYARD MANAGEMENT AREA,1,OTHER
WEED GENUS,1,OTHER
GRAPE BERRIES,1,OTHER
FERMENTATION INOCULUM,1,OTHER
STABILIZATION TEMPERATURE,1,OTHER
TAXONOMIC DATABASE; CLASSIFICATION ALGORITHM,1,OTHER
BIOINFORMATIC DATA OBJECT,1,OTHER
WINEMAKING PARAMETERS,1,OTHER
ENOLOGICAL MEASUREMENT,1,OTHER
WINE PRECURSOR PROPERTY,1,OTHER
WINE PHYSICOCHEMICAL PROPERTY,1,OTHER
UNMANAGED VEGETATION,1,OTHER
LEGUMINOUS PLANT GENUS,1,OTHER
COVER CROP TREATMENT SAMPLES,1,OTHER
FERMENTATION PROCESS PARAMETER,1,OTHER
LEGUMINOUS COVER CROP GENUS,1,OTHER
FERMENTATION PROCESS PROPERTY,1,OTHER
WINE CHEMICAL COMPOSITION,1,OTHER
TISSUE STRUCTURAL PHENOTYPE,1,OTHER
INFLAMMATORY TISSUE PHENOTYPE,1,OTHER
ANTIBIOTIC CHEMICAL STRUCTURE,1,OTHER
STRUCTURAL PROTECTION MECHANISM,1,OTHER
ANTIMICROBIAL STRESS EFFECT,1,OTHER
CELL MAINTENANCE PROCESS,1,OTHER
MOLECULAR PARAMETER,1,OTHER
IN VITRO INTESTINAL SIMULATION MODEL,1,OTHER
LABORATORY ANIMAL HOUSING CONDITIONS,1,OTHER
ANTIBIOTIC THERAPY GROUP,1,OTHER
COMBINED ANTIBIOTIC AND PROBIOTIC THERAPY,1,OTHER
DIFFERENTIAL ABUNDANCE BIOMARKERS,1,OTHER
C. BUTYRICUM PROBIOTIC THERAPY,1,OTHER
CONTROL AND TREATMENT COHORTS,1,OTHER
MICROBIAL BIOMARKER COMPOSITION,1,OTHER
DISEASE-ASSOCIATED MICROBIAL STATE,1,OTHER
RESISTOME VARIATION,1,OTHER
RESISTOME-METALLOME INTERACTION NETWORK,1,OTHER
MICROBIAL COMMUNITY NETWORK TOPOLOGY,1,OTHER
RESISTOME NETWORK TOPOLOGY,1,OTHER
NETWORK NODE CORRELATIONS,1,OTHER
METAL MEASUREMENT ASSAY,1,OTHER
ORAL ANTIBIOTIC RESISTANCE GENE REPERTOIRE,1,OTHER
GENETIC CHANGE MECHANISM,1,OTHER
GENETIC SPREAD PROCESS,1,OTHER
HOST-DERIVED SIGNAL,1,OTHER
ORAL ECOLOGICAL NICHE,1,OTHER
ORAL PHYSIOLOGICAL PROCESS,1,OTHER
INDUSTRIAL ACTIVITY,1,OTHER
INDUSTRIAL SITE CLASSIFICATION,1,OTHER
ENVIRONMENTAL POLLUTION STATE,1,OTHER
MICROBIAL AND GENETIC FEATURES,1,OTHER
GEOGRAPHIC EXPOSURE AREA,1,OTHER
GEOGRAPHIC CONTROL AREA,1,OTHER
STUDY DATA COMPLETENESS CRITERION,1,OTHER
INITIAL ANALYTICAL APPROACH,1,OTHER
METAL EXPOSURE MEASUREMENT ASSAY,1,OTHER
EXPOSURE GROUP DIFFERENTIATION,1,OTHER
DNA EXTRACTION REAGENT KIT,1,OTHER
DNA FRAGMENTATION PROCESS,1,OTHER
ASSEMBLED DNA SEQUENCE FRAGMENT,1,OTHER
COMPUTATIONAL GENE IDENTIFICATION PROCESS,1,OTHER
CURATED GENE SEQUENCE DATABASE,1,OTHER
SEQUENCE MAPPING PROCESS,1,OTHER
ANTIBIOTIC RESISTANCE GENE REFERENCE DATABASE,1,OTHER
METAL RESISTANCE GENE REFERENCE DATABASE,1,OTHER
MOBILE GENETIC ELEMENT REFERENCE DATABASE,1,OTHER
ALIGNMENT QUALITY CRITERIA,1,OTHER
NETWORK RELATIONSHIP METRIC,1,OTHER
NETWORK ELEMENT ABUNDANCE THRESHOLD,1,OTHER
GENOMIC ARRANGEMENT ANALYSIS,1,OTHER
CURATED REFERENCE DATABASE,1,OTHER
BACTERIAL TAXONOMIC MARKER GENE,1,OTHER
STATISTICAL CORRELATION TEST,1,OTHER
EXPOSURE AND NETWORK METRICS,1,OTHER
TRICLOSAN RESISTANCE GENE,1,OTHER
MLS RESISTANCE GENE,1,OTHER
INTEGRASE-ENCODING GENE,1,OTHER
CONJUGATED TRANSPOSON,1,OTHER
MLS-RELATED ANTIBIOTIC RESISTANCE GENE,1,OTHER
RESISTANCE GENE PROPERTY CHANGE,1,OTHER
NETWORK NODE CATEGORIES,1,OTHER
RESISTANCE GENES AND MOBILE GENETIC ELEMENT GENES,1,OTHER
NETWORK AND CHEMICAL ASSOCIATION,1,OTHER
SALIVARY PROTEIN CHANGE,1,OTHER
BOWEL PREPARATION METHOD,1,OTHER
SURGICAL ANASTOMOSIS QUALITY,1,OTHER
MICROBIOTA MONITORING STUDY,1,OTHER
INFECTIOUS INTESTINAL DISEASE,1,OTHER
SEQUENCING-BASED FINDINGS,1,OTHER
POST-OPERATIVE PERIOD,1,OTHER
CONTROL AND PATIENT COHORTS,1,OTHER
HERITABLE MODIFICATION,1,OTHER
MICROBIOME-MODULATING INTERVENTION,1,OTHER
ADAPTIVE IMMUNE MECHANISM,1,OTHER
PRE-OPERATIVE PROCEDURE,1,OTHER
POST-OPERATIVE PROCEDURE,1,OTHER
MICROBIAL DEFENSE IMPAIRMENT,1,OTHER
SURGICAL INTERVENTION EFFECT,1,OTHER
WOUND LOCATION,1,OTHER
CLINICAL RECOVERY,1,OTHER
PATIENT SAMPLE TIMEPOINTS,1,OTHER
HOST-DERIVED SUBSTRATES,1,OTHER
MOLECULAR QUANTIFICATION RESULT,1,OTHER
MICROBIAL ABUNDANCE ANOMALY,1,OTHER
PATIENT COHORT AT PRE-OPERATIVE TIMEPOINT,1,OTHER
FAVORABLE CLINICAL OUTCOME,1,OTHER
FORAGE CONSERVATION OUTCOME,1,OTHER
FERMENTATION OUTCOME MEASURE,1,OTHER
NITROGEN COMPOUND MEASUREMENT,1,OTHER
FORAGE COMPOSITION MEASUREMENT,1,OTHER
FORAGE PRESERVATION PROCESS,1,OTHER
AGRICULTURAL RESOURCE,1,OTHER
LIVESTOCK FEED,1,OTHER
FORAGE PRESERVATION OUTCOME,1,OTHER
NUTRITIONAL QUALITY METRIC,1,OTHER
MILK QUALITY METRIC,1,OTHER
CHEESE QUALITY METRIC,1,OTHER
SILAGE ENHANCEMENT METHOD,1,OTHER
SILAGE ADDITIVE CATEGORY,1,OTHER
INDUSTRY DEVELOPMENT,1,OTHER
SPOILAGE BACTERIUM,1,OTHER
HERBAL MEDICINE MIXTURE,1,OTHER
PARAMETRIC DATA,1,OTHER
FERMENTATION QUALITY INDICATOR,1,OTHER
FUNGAL PHYLUM GROWTH,1,OTHER
PLANT PHYLUM GROWTH,1,OTHER
SILAGE CHARACTERISTICS,1,OTHER
NUTRIENT DEGRADATION,1,OTHER
CARBOHYDRATE FRACTION,1,OTHER
NITROGEN COMPOUND RATIO,1,OTHER
AMINO ACID DEGRADATION PROCESS,1,OTHER
DETERMINANT OF MICROBIAL COMPOSITION,1,OTHER
SILAGE DEGRADATION,1,OTHER
ECOLOGICAL ADVANTAGE,1,OTHER
MICROBIAL STIMULATION MECHANISM,1,OTHER
SILAGE COMPOSITION CHANGE,1,OTHER
SILAGE PRESERVATION,1,OTHER
SILAGE FERMENTATION CHARACTERISTIC,1,OTHER
SILAGE NUTRITIONAL CHARACTERISTIC,1,OTHER
SILAGE MICROBIAL POPULATION,1,OTHER
SILAGE STABILITY CHARACTERISTIC,1,OTHER
UNDESIRABLE MICROBIAL POPULATION,1,OTHER
SILAGE FERMENTATION PROCESS,1,OTHER
SILAGE DEGRADATION PROCESS,1,OTHER
AGRICULTURAL PRODUCTION PROCESS,1,OTHER
MULTI-OMICS ANALYTICAL FRAMEWORK,1,OTHER
THERMAL MANAGEMENT INTERVENTION,1,OTHER
THERMAL STRESS MEASURE,1,OTHER
PRODUCTION INDICATOR,1,OTHER
ENVIRONMENTAL INDEX,1,OTHER
DATA-DRIVEN WEIGHTING,1,OTHER
HOST GENOMIC CONTAMINATION,1,OTHER
BETA DIVERSITY METHOD,1,OTHER
DIFFERENTIAL FEATURE,1,OTHER
BIOINFORMATIC ASSEMBLY METHOD,1,OTHER
PREDICTED PROTEIN-CODING SEQUENCES,1,OTHER
BIOINFORMATIC ANNOTATION,1,OTHER
COMPOSITIONAL DIVERSITY ASSESSMENT METHOD,1,OTHER
DIAGNOSTIC ACCURACY ASSESSMENT METHOD,1,OTHER
METABOLITE BIOMARKER PROPERTY,1,OTHER
HOST PROTECTIVE FUNCTION,1,OTHER
MICROBE-METABOLITE INTERACTION NETWORK,1,OTHER
MICROBIAL-METABOLIC INTERACTION SYSTEM,1,OTHER
RUMEN DIGESTIVE PROCESS,1,OTHER
COMBINED DIETARY SUPPLEMENT TREATMENT,1,OTHER
HORMONE PROTEIN,1,OTHER
POLYSACCHARIDE POLYMERS,1,OTHER
ECONOMIC AND PRODUCTION OUTCOME,1,OTHER
RUMEN MICROBIAL COMMUNITY STATE,1,OTHER
RUMEN GAS EMISSION,1,OTHER
HETEROTROPHIC ORGANISM,1,OTHER
MINERAL SEQUESTRATION PROCESS,1,OTHER
URINARY OBSTRUCTION,1,OTHER
PATHOLOGICAL CRYSTAL FORMATION,1,OTHER
COMBINED FEED SUPPLEMENTS,1,OTHER
ORGANIC ACID SUPPLEMENT,1,OTHER
ROUGHAGE FEED COMPONENT,1,OTHER
BIODIVERSITY INDEX,1,OTHER
FEED INTAKE MEASURE,1,OTHER
FEED EFFICIENCY MEASURE,1,OTHER
SERUM GLUCOSE MEASURE,1,OTHER
SERUM KIDNEY FUNCTION MEASURE,1,OTHER
SERUM MINERAL MEASURE,1,OTHER
DIGESTIVE EFFICIENCY STATE,1,OTHER
GROWTH RATE MEASURE,1,OTHER
METABOLIC EFFICIENCY STATE,1,OTHER
MEAT PRODUCTION MEASURE,1,OTHER
BLOOD LIPID COMPONENT,1,OTHER
BLOOD GLUCOSE MEASURE,1,OTHER
IMMUNE PROTEIN ELEVATION,1,OTHER
BLOOD NITROGEN MEASURE,1,OTHER
BLOOD MINERAL MEASURE,1,OTHER
NUTRIENT AVAILABILITY MEASURE,1,OTHER
MEAT HEALTH ATTRIBUTE,1,OTHER
MEAT METABOLITE COMPOSITION,1,OTHER
MEAT COMPOSITION CHANGE,1,OTHER
RUMEN PH MEASURE,1,OTHER
RUMEN AMMONIA LEVEL,1,OTHER
RUMEN GAS PRODUCTION,1,OTHER
RUMEN METABOLITE MEASURE,1,OTHER
BLOOD CHEMISTRY MARKERS,1,OTHER
MINERAL STATUS,1,OTHER
RUMEN METABOLITE CONCENTRATION,1,OTHER
RUMEN VOLATILE FATTY ACID RATIO,1,OTHER
ANIMAL FATTENING TRAIT,1,OTHER
NUTRITIONAL ANTAGONISM,1,OTHER
SENSORY PROPERTIES OF WINE,1,OTHER
FERMENTATION RATE AND DYNAMICS,1,OTHER
VOLATILE ORGANIC COMPOUND SYNTHESIS,1,OTHER
CHEMICAL AND VOLATILE PROPERTIES OF WINE,1,OTHER
HARVEST TIMING CONDITION,1,OTHER
MICROBIAL DIVERSITY COMPOSITION,1,OTHER
CHEMICAL PROPERTY OF WINE,1,OTHER
SENSORY PROPERTY OF WINE,1,OTHER
ORGANOLEPTIC BALANCE,1,OTHER
GRAPE COMPOSITION,1,OTHER
GRAPE PRODUCT,1,OTHER
GRAPE DEVELOPMENT PROCESS,1,OTHER
ANALYTICAL VESSEL,1,OTHER
GAS CHROMATOGRAPHY CONDITION,1,OTHER
AROMA PARAMETER,1,OTHER
AROMA CLASSIFICATION,1,OTHER
EVALUATION QUALITY,1,OTHER
SENSORY ASSESSMENT,1,OTHER
AROMA TYPE,1,OTHER
SENSORY DATA,1,OTHER
GRAPE VARIETY AT EARLY RIPENING STAGE,1,OTHER
GRAPE VARIETIES,1,OTHER
FERMENTATION DENSITY,1,OTHER
DOMINANCE STATUS,1,OTHER
YEAST TRAIT,1,OTHER
YEAST SPECIES COUNT,1,OTHER
STRAIN PROFILE,1,OTHER
EXPERIMENTAL SCALE,1,OTHER
GRAPE MUST,1,OTHER
WINE QUALITY STANDARD,1,OTHER
LITERATURE VALUE,1,OTHER
WINE QUALITY OBJECTIVE,1,OTHER
FERMENTATION STRATEGY,1,OTHER
STRATEGY TYPE,1,OTHER
VARIABILITY LEVEL,1,OTHER
VARIABILITY PERCENTAGE,1,OTHER
VITICULTURAL PRACTICE,1,OTHER
GRAPE TISSUE,1,OTHER
FERMENTATION FAILURE,1,OTHER
FERMENTATION TRAIT,1,OTHER
WINE QUALITY,1,OTHER
OENOLOGICAL CONCEPT,1,OTHER
WINEMAKING PRACTICE,1,OTHER
WINEMAKING INPUT,1,OTHER
FERMENTATION AGENT,1,OTHER
GRAPE JUICE SUBSTRATE,1,OTHER
MICROBIAL STRAINS WITH PHENOTYPIC TRAITS,1,OTHER
FERMENTATION STATUS,1,OTHER
YEAST STRAINS WITH DESIRABLE TRAITS,1,OTHER
GRAPE MATURITY STAGE,1,OTHER
GRAPE CHARACTERISTIC,1,OTHER
GRAPE JUICE CHARACTERISTIC,1,OTHER
YEAST STRAIN GROUP,1,OTHER
MUST CHARACTERISTIC,1,OTHER
CONCENTRATION CHANGE,1,OTHER
PH DIFFERENCE,1,OTHER
ACIDITY DIFFERENCE,1,OTHER
WINE PROPERTY CHANGE,1,OTHER
ETHANOL REDUCTION THRESHOLD,1,OTHER
CONTROL FERMENTATION CONDITION,1,OTHER
AROMA COMPOUND LEVELS,1,OTHER
FERMENTATION PROFILE,1,OTHER
WINE CHEMISTRY PROCESS,1,OTHER
WINE COLOR PROPERTY,1,OTHER
AROMA COMPOUND RELEASE MECHANISM,1,OTHER
MIXED FERMENTATION CONDITIONS,1,OTHER
WINE GUSTATORY PROPERTY,1,OTHER
WINE SENSORY PROPERTIES,1,OTHER
VITICULTURAL CONTEXT,1,OTHER
NESTLING LIFE STAGE,1,OTHER
LIFE STAGE GROUPS,1,OTHER
DEVELOPMENTAL ENVIRONMENT,1,OTHER
SPECIES BEHAVIORAL CHARACTERISTIC,1,OTHER
DEVELOPMENTAL STAGE DURATION,1,OTHER
AVIAN DEVELOPMENTAL STAGES,1,OTHER
SAMPLING APPARATUS,1,OTHER
EXPERIMENTAL OUTPUT,1,OTHER
STATISTICAL DIAGNOSTIC,1,OTHER
ENVIRONMENTAL AND DEVELOPMENTAL VARIABLES,1,OTHER
GUT ENVIRONMENT MATURATION,1,OTHER
MICROBIOTA DEVELOPMENTAL PATTERN,1,OTHER
MICROBIOTA DEVELOPMENTAL STAGE,1,OTHER
DISEASE CONTROL APPLICATION,1,OTHER
ORGANIC CARBON CONTENT,1,OTHER
AVAILABLE NITROGEN CONTENT,1,OTHER
AVAILABLE PHOSPHORUS CONTENT,1,OTHER
AVAILABLE POTASSIUM CONTENT,1,OTHER
DATABASE ACCESSION NUMBER,1,OTHER
HIGH-DOSE COMPOST-BASED FERTILIZER TREATMENT,1,OTHER
FERTILIZER TREATMENT GROUP,1,OTHER
LOW-DOSE ORGANIC FERTILIZER TREATMENT,1,OTHER
UNFERTILIZED CONTROL,1,OTHER
SOIL ENZYME MEASUREMENTS,1,OTHER
CHEMICAL FERTILIZER CO-OCCURRENCE NETWORKS,1,OTHER
BACTERIAL ASVS,1,OTHER
ORIGINAL UNCULTIVATED SOIL,1,OTHER
COMMUNITY ASSEMBLY PROCESSES,1,OTHER
COMMUNITY ASSEMBLY MODEL,1,OTHER
FERTILIZER TREATMENT GRADIENT,1,OTHER
MODERATE-DOSE CHEMICAL FERTILIZER TREATMENT,1,OTHER
PROPERTY VALUE,1,OTHER
ASSEMBLY TYPE,1,OTHER
ASSEMBLY MECHANISMS,1,OTHER
PROTEIN COMPOUND,1,OTHER
ECOLOGICAL HAZARD,1,OTHER
SOIL NUTRIENT ENRICHMENT,1,OTHER
NUTRIENT CYCLING ENZYME,1,OTHER
SOIL NUTRIENT AND ENZYME ENRICHMENT,1,OTHER
COMMUNITY ASSEMBLY FACTOR,1,OTHER
ORGANIC SOIL AMENDMENT APPLICATION RATE,1,OTHER
GENOMIC PHENOTYPE,1,OTHER
BIOTECHNOLOGICAL CHARACTERISTIC,1,OTHER
PLANT TISSUE MICROBIOTA,1,OTHER
PREDICTIVE METHOD,1,OTHER
CHARACTERIZATION METHOD,1,OTHER
ASSEMBLY REFINEMENT,1,OTHER
MULTILOCUS SEQUENCE TYPING DATABASE,1,OTHER
DIGITAL DNA-DNA HYBRIDIZATION TOOL,1,OTHER
PHYLOGENETIC TREE RECONSTRUCTION TOOL,1,OTHER
FUNCTIONAL GENE ASSIGNMENT,1,OTHER
MOBILE ELEMENT DATABASE,1,OTHER
GENOMIC ALIGNMENT FEATURE,1,OTHER
GENOME COMPLETENESS MEASUREMENT,1,OTHER
AVERAGE NUCLEOTIDE IDENTITY MEASUREMENT,1,OTHER
DNA-DNA HYBRIDIZATION MEASUREMENT,1,OTHER
THIOPEPTIDE ANTIBIOTIC,1,OTHER
BACTERIAL MOTILITY PROPERTY,1,OTHER
NUCLEOSIDE SUBSTRATE,1,OTHER
ECOLOGICAL APPLICATION,1,OTHER
MICROBIAL FERMENTATION END-PRODUCTS,1,OTHER
METABOLIC COMPOUNDS IN MEAT,1,OTHER
RUMEN PHYSIOLOGICAL BALANCE,1,OTHER
LIVESTOCK PRODUCTION PERFORMANCE,1,OTHER
SHORT-CHAIN FATTY ACID COMPOSITION,1,OTHER
METHANE-PRODUCING MICROORGANISMS,1,OTHER
MEAT PRODUCTION METRIC,1,OTHER
MEAT ATTRIBUTE,1,OTHER
MEAT COMPOSITION ATTRIBUTE,1,OTHER
PROTEIN METABOLISM ATTRIBUTE,1,OTHER
MUSCLE CELL MEMBRANE PROPERTY,1,OTHER
MUSCLE CELL DEVELOPMENT PROCESS,1,OTHER
LIVER PHYSIOLOGICAL FUNCTION,1,OTHER
POLYPHENOL SUPPLEMENT,1,OTHER
COLORIMETRIC ANALYZER,1,OTHER
MEAT TEXTURE PARAMETERS,1,OTHER
AMINO ACID GROUPS,1,OTHER
MICROBIAL SAMPLE SET,1,OTHER
OXYGEN-BINDING PROTEIN,1,OTHER
MUSCLE PROTEIN ISOFORM,1,OTHER
MUSCLE FIBER STATE,1,OTHER
MUSCLE STRUCTURAL CHANGE,1,OTHER
CELLULAR COMPONENT ABUNDANCE,1,OTHER
MUSCLE FIBER ABUNDANCE,1,OTHER
MICROBIAL AND METABOLITE GROUP,1,OTHER
UNSATURATED FATTY ACID BIOSYNTHETIC PATHWAY,1,OTHER
EXTRINSIC COMPONENT,1,OTHER
HEMATOLOGIC PHENOTYPE,1,OTHER
FECAL INFLAMMATORY BIOMARKER,1,OTHER
BACTERIAL DISSEMINATION EVENT,1,OTHER
HISTOLOGICAL PATTERN,1,OTHER
COLITIS PHENOTYPE,1,OTHER
MECHANISM OF INJURY,1,OTHER
SEROLOGICAL TESTING METHOD,1,OTHER
MICROBIAL ASSESSMENT,1,OTHER
FECAL BIOMARKERS,1,OTHER
HISTOLOGICAL SCORES,1,OTHER
QPCR PARAMETERS,1,OTHER
FLUORESCENCE DETECTION CHANNELS,1,OTHER
LYMPHOID TISSUE SAMPLE,1,OTHER
CHEMICALLY INDUCED DISEASE MODEL,1,OTHER
CHEMICAL PERTURBATION IN GERM-FREE MODEL,1,OTHER
DISEASE-SUSCEPTIBLE HOST,1,OTHER
SECONDARY METABOLITE PRODUCTION,1,OTHER
BIOTECHNOLOGICAL POTENTIAL,1,OTHER
CULTURE MEDIUM WITH INOCULUM,1,OTHER
GENOMIC SCREENING PROCEDURE,1,OTHER
GENE DOMAIN,1,OTHER
SALT PREFERENCE PHENOTYPE,1,OTHER
STRAIN RELATIONSHIP,1,OTHER
HALOPHILIC PHENOTYPE,1,OTHER
SALT TOLERANCE DISTRIBUTION,1,OTHER
BACTERIAL PHYLUM ISOLATES,1,OTHER
STRAIN DIVERSITY MEASURE,1,OTHER
MONOCULTURE PLANTATION SYSTEM,1,OTHER
AGRICULTURAL MANAGEMENT TRANSITION,1,OTHER
MICROBIAL ASSEMBLAGE COMPOSITION AND CAPACITY,1,OTHER
MIXED PLANTATION SYSTEM,1,OTHER
HUMAN APPLICATIONS,1,OTHER
FUNGAL SPORE TYPE,1,OTHER
BIOLOGICAL ENTITY CATEGORY,1,OTHER
MICROBIAL DEFENSE FUNCTION,1,OTHER
FOREST PROPERTY,1,OTHER
PLANT WATER PROCESS,1,OTHER
ECOLOGICAL PROCESS CHAIN,1,OTHER
PLANTATION SITE,1,OTHER
FOREST PLANTING SYSTEM COMPARISON,1,OTHER
BACTERIAL FUNCTIONAL TRAITS,1,OTHER
MICROBIAL REGULATION,1,OTHER
FUNGAL FUNCTIONAL MECHANISMS,1,OTHER
GENOMIC ANALYSIS CAPABILITY,1,OTHER
MICROBIAL NETWORK FUNCTION,1,OTHER
THERAPEUTIC MEDICATION DOSAGE,1,OTHER
HYPERGLYCEMIC DURATION METRIC,1,OTHER
INSULIN THERAPY,1,OTHER
WEIGHT CONTROL INTERVENTION,1,OTHER
DIAGNOSTIC SIGN,1,OTHER
GLYCEMIC CHANGE,1,OTHER
STRUCTURAL MOLECULE,1,OTHER
DOG BREED MIX,1,OTHER
MICROBIAL EFFECT ON METABOLIC PROCESS,1,OTHER
IMMUNE REGULATORY MOLECULE,1,OTHER
